Date;Time;Waterlevel Feedback 1 [cm];Waterlevel Setpoint [cm];Penstock Pressure [mWC];Active Power [kW];Active Power Setpoint [kW] / Control Mode [-1=OFF/0=WLC/>0=POW];Voltage Grid [KV];Reactive Power Grid [Kvar];U1 Spear Opening [%];U1 Reactive Power Generator [Kvar];U1 Voltage Generator [KV];U1 Active Power Generator [kW];U1 Operation Mode [0=Off/1=Manual/2=Automatic];U1 Unit Status [0=Off/1=On/2=Parallel/3=Inactive/4=Stop/5=Inlet/6=Standby/7=Start/8=Ctrl/9=On Set Point/10=Standby Pow/11=Standby Wlc];U2 Spear Opening [%];U2 Reactive Power Generator [Kvar];U2 Voltage Generator [KV];U2 Active Power Generator [kW];U2 Operation Mode [0=Off/1=Manual/2=Automatic];U2 Unit Status [0=Off/1=On/2=Parallel/3=Inactive/4=Stop/5=Inlet/6=Standby/7=Start/8=Ctrl/9=On Set Point/10=Standby Pow/11=Standby Wlc]
23.12.2024;14:20;436;435;872,2;4211;0;33103;-23;70,7;122;6661;4211;2;8;0,3;2;3;0;2;3
23.12.2024;14:25;435;435;872,2;4288;0;33267;16;72,1;156;6700;4288;2;8;0,2;2;3;0;2;3
23.12.2024;14:30;435;435;871,3;4258;0;33368;13;72,1;151;6721;4258;2;8;0,3;2;3;0;2;3
23.12.2024;14:35;435;435;871,3;4211;0;33225;9;70,7;142;6689;4211;2;8;0,3;2;3;0;2;3
23.12.2024;14:40;436;435;871,3;4203;0;33010;8;70,7;142;6645;4203;2;8;0,3;2;3;0;2;3
23.12.2024;14:45;435;435;871,3;4197;0;33722;-127;70,7;3;6786;4197;2;8;0,3;2;3;0;2;3
23.12.2024;14:50;436;435;870,4;4251;0;33763;-198;72,1;-69;6788;4251;2;8;0,3;2;3;0;2;3
23.12.2024;14:55;435;435;871,3;4211;0;33588;-77;70,7;52;6765;4211;2;8;0,3;2;3;0;2;3
23.12.2024;15:00;435;435;870,4;4193;0;33565;-25;70,7;108;6765;4193;2;8;0,3;2;3;0;2;3
23.12.2024;15:05;435;435;871,3;4193;0;33337;-24;70,7;109;6718;4193;2;8;0,3;0;3;0;2;3
23.12.2024;15:10;435;435;870,4;4258;0;32990;-25;72,1;120;6650;4258;2;8;0,3;2;3;0;2;3
23.12.2024;15:15;435;435;871,3;4209;0;33548;1;70,7;137;6762;4209;2;8;0,3;2;3;0;2;3
23.12.2024;15:20;435;435;871,3;4201;0;33744;3;70,7;130;6799;4201;2;8;0,3;2;3;0;2;3
23.12.2024;15:25;435;435;870,4;4197;0;33422;-27;70,7;104;6731;4197;2;8;0,3;2;3;0;2;3
23.12.2024;15:30;435;435;870,4;4282;0;33237;-14;72,1;128;6695;4245;2;8;0,3;2;3;0;2;3
23.12.2024;15:35;435;435;871,3;4302;0;33200;-15;72,1;123;6689;4302;2;8;0,3;2;3;0;2;3
23.12.2024;15:40;436;435;871,3;4245;0;33169;-7;72,1;139;6689;4245;2;8;0,3;2;3;0;2;3
23.12.2024;15:45;453;435;868,5;5315;0;33185;-22;100,0;214;6695;5315;2;8;0,3;2;3;0;2;3
23.12.2024;15:50;451;435;868,5;5299;0;33415;-27;100,0;210;6742;5299;2;8;0,3;2;3;0;2;3
23.12.2024;15:55;447;435;867,6;5329;0;33357;-20;100,0;220;6729;5329;2;8;0,3;2;3;0;2;3
23.12.2024;16:00;443;435;868,5;5309;0;33440;-16;100,0;220;6749;5309;2;8;0,3;2;3;0;2;3
23.12.2024;16:05;437;435;867,6;5327;0;33172;-24;100,0;219;6695;5327;2;8;0,3;2;3;0;2;3
23.12.2024;16:10;435;435;869,4;5017;0;33215;8;90,9;214;6700;5017;2;8;0,3;2;3;0;2;3
23.12.2024;16:15;435;435;868,5;5001;0;33314;6;90,9;219;6723;5001;2;8;0,3;2;3;0;2;3
23.12.2024;16:20;436;435;868,5;5088;0;33540;8;92,4;214;6765;5088;2;8;0,3;2;3;0;2;3
23.12.2024;16:25;435;435;867,6;5205;0;33567;-4;96,9;224;6770;5205;2;8;0,3;2;3;0;2;3
23.12.2024;16:30;436;435;867,6;5246;0;33506;-15;98,3;215;6762;5246;2;8;0,3;2;3;0;2;3
23.12.2024;16:35;437;435;868,5;5317;0;33561;-154;100,0;82;6762;5333;2;8;0,3;2;3;0;2;3
23.12.2024;16:40;438;435;868,5;5325;0;33519;-151;100,0;82;6752;5325;2;8;0,3;2;3;0;2;3
23.12.2024;16:45;443;435;867,6;5303;0;33701;-150;100,0;82;6794;5303;2;8;0,3;2;3;0;2;3
23.12.2024;16:50;447;435;868,5;5309;0;33512;-192;100,0;42;6755;5309;2;8;0,3;2;3;0;2;3
23.12.2024;16:55;454;435;867,6;5313;0;33300;-26;100,0;215;6721;5313;2;8;0,3;2;3;0;2;3
23.12.2024;17:00;459;435;868,5;5311;0;33336;-24;100,0;215;6729;5311;2;8;0,3;2;3;0;2;3
23.12.2024;17:05;465;435;868,5;5309;0;33400;-20;100,0;215;6742;5309;2;8;0,3;2;3;0;2;3
23.12.2024;17:10;471;435;868,5;5309;0;33446;-16;100,0;224;6749;5309;2;8;0,3;2;3;0;2;3
23.12.2024;17:15;476;435;868,5;5313;0;33476;-15;100,0;226;6755;5313;2;8;0,3;2;3;0;2;3
23.12.2024;17:20;481;435;867,6;5295;0;33569;-13;100,0;224;6775;5295;2;8;0,3;2;3;0;2;3
23.12.2024;17:25;486;435;870,4;4867;0;33515;30;86,8;226;6770;4867;2;9;0,0;2;3;0;2;11
23.12.2024;17:30;480;435;865,7;7000;0;33579;-41;61,2;66;6765;3717;2;8;52,0;38;6756;3283;2;9
23.12.2024;17:35;478;435;866,7;7022;0;33554;-42;61,2;71;6752;3723;2;8;52,0;38;6745;3299;2;9
23.12.2024;17:40;477;435;865,7;7000;0;33509;-33;61,2;69;6749;3715;2;8;52,0;52;6745;3285;2;9
23.12.2024;17:45;476;435;866,7;7004;0;33492;-28;61,2;68;6742;3711;2;8;52,0;56;6735;3293;2;9
23.12.2024;17:50;475;435;866,7;6992;0;33277;-29;61,2;66;6700;3707;2;8;52,0;59;6693;3285;2;9
23.12.2024;17:55;474;435;866,7;7004;0;33320;-16;61,2;68;6710;3709;2;8;52,0;69;6706;3295;2;9
23.12.2024;18:00;472;435;866,7;7032;0;33412;-16;61,2;68;6729;3725;2;8;52,0;68;6725;3308;2;9
23.12.2024;18:05;471;435;865,7;7012;0;33375;-14;61,2;71;6721;3721;2;8;52,0;68;6719;3291;2;9
23.12.2024;18:10;469;435;866,7;6990;0;33420;-30;61,3;64;6729;3701;2;8;52,0;61;6725;3289;2;9
23.12.2024;18:15;466;435;866,7;6986;0;33527;-9;60,3;56;6744;3678;2;8;52,0;78;6745;3308;2;9
23.12.2024;18:20;464;435;866,7;6945;0;33509;-11;60,2;61;6742;3656;2;8;52,0;76;6738;3289;2;9
23.12.2024;18:25;462;435;866,7;6970;0;33413;-20;60,3;57;6723;3678;2;8;52,0;76;6719;3291;2;9
23.12.2024;18:30;458;435;866,7;6957;0;33381;-18;60,2;54;6721;3664;2;8;52,0;73;6717;3293;2;9
23.12.2024;18:35;455;435;866,7;6962;0;33451;-16;60,3;54;6729;3666;2;8;52,0;75;6727;3295;2;9
23.12.2024;18:40;451;435;866,7;6978;0;33526;-13;60,3;59;6744;3664;2;8;52,0;73;6745;3314;2;9
23.12.2024;18:45;446;435;865,7;6982;0;33760;0;60,3;68;6794;3666;2;8;52,0;78;6792;3316;2;9
23.12.2024;18:50;437;435;868,5;6862;0;33712;1;57,6;66;6783;3534;2;8;52,0;78;6782;3328;2;9
23.12.2024;18:55;434;435;868,5;6206;0;33659;29;51,7;57;6770;3227;2;9;46,2;75;6769;2979;2;8
23.12.2024;19:00;435;435;869,4;6030;0;33781;-338;51,7;-155;6778;3227;2;9;43,0;-85;6782;2803;2;8
23.12.2024;19:05;435;435;869,4;5884;0;33740;-333;50,0;-156;6770;3141;2;8;42,1;-87;6771;2742;2;9
23.12.2024;19:10;435;435;869,4;5787;0;33541;29;48,5;50;6742;3054;2;8;42,1;59;6740;2732;2;9
23.12.2024;19:15;435;435;869,4;5609;0;33573;30;45,5;47;6749;2870;2;8;42,1;54;6745;2738;2;9
23.12.2024;19:20;435;435;869,4;5631;0;33598;24;45,5;45;6752;2890;2;8;42,1;47;6751;2740;2;9
23.12.2024;19:25;435;435;870,4;5517;0;33512;28;44,0;50;6739;2777;2;8;42,1;49;6735;2740;2;9
23.12.2024;19:30;435;435;870,4;5501;0;33525;29;44,0;50;6742;2779;2;8;42,0;57;6738;2722;2;9
23.12.2024;19:35;435;435;869,4;5540;0;33556;25;44,0;45;6744;2793;2;8;42,1;47;6740;2747;2;9
23.12.2024;19:40;435;435;869,4;5457;0;33583;21;42,5;43;6749;2708;2;8;42,1;45;6748;2749;2;9
23.12.2024;19:45;436;435;870,4;5355;0;33596;25;41,0;42;6752;2617;2;8;42,1;40;6751;2738;2;9
23.12.2024;19:50;435;435;870,4;5359;0;33605;28;41,0;42;6752;2617;2;8;42,1;43;6751;2742;2;9
23.12.2024;19:55;435;435;870,4;5325;0;33637;30;41,0;43;6762;2593;2;8;42,1;45;6758;2732;2;9
23.12.2024;20:00;435;435;871,3;5331;0;33691;30;41,0;43;6773;2603;2;8;42,1;47;6769;2728;2;9
23.12.2024;20:05;435;435;870,4;5280;0;33693;36;39,4;50;6770;2522;2;8;42,1;43;6764;2759;2;9
23.12.2024;20:10;435;435;870,4;5248;0;33767;38;39,5;45;6783;2518;2;8;42,1;47;6782;2730;2;9
23.12.2024;20:15;435;435;871,3;5272;0;33762;37;39,5;47;6786;2524;2;8;42,1;47;6784;2749;2;9
23.12.2024;20:20;436;435;871,3;5236;0;33796;-32;41,7;7;6794;2653;2;9;39,4;16;6790;2589;2;8
23.12.2024;20:25;435;435;871,3;5135;0;33757;-127;41,7;-92;6775;2666;2;9;37,8;19;6782;2469;2;8
23.12.2024;20:30;435;435;871,3;5137;0;33735;-129;41,7;-94;6770;2668;2;9;37,9;19;6777;2469;2;8
23.12.2024;20:35;435;435;872,2;5147;0;33518;-26;41,7;12;6729;2666;2;9;37,9;16;6730;2481;2;8
23.12.2024;20:40;435;435;871,3;5139;0;33518;-28;41,7;12;6731;2670;2;9;37,8;16;6730;2469;2;8
23.12.2024;20:45;436;435;871,3;5120;0;33515;-23;41,7;14;6731;2668;2;9;37,9;19;6730;2453;2;8
23.12.2024;20:50;435;435;871,3;5037;0;33528;-26;41,7;12;6731;2657;2;9;36,3;17;6727;2380;2;8
23.12.2024;20:55;435;435;870,4;5043;0;33566;-23;41,7;14;6742;2668;2;9;36,4;19;6738;2376;2;8
23.12.2024;21:00;435;435;871,3;5052;0;33568;-22;41,7;14;6742;2674;2;9;36,4;17;6740;2392;2;8
23.12.2024;21:05;435;435;870,4;5033;0;33576;-18;41,7;21;6742;2668;2;9;36,4;19;6740;2366;2;8
23.12.2024;21:10;436;435;871,3;4962;0;33602;-8;41,7;21;6749;2672;2;9;34,9;24;6748;2297;2;8
23.12.2024;21:15;435;435;870,4;4942;0;33499;-13;41,7;16;6729;2666;2;9;34,9;19;6727;2283;2;8
23.12.2024;21:20;435;435;870,4;4944;0;33825;-57;41,7;10;6794;2647;2;9;34,9;-17;6790;2297;2;8
23.12.2024;21:25;435;435;871,3;4950;0;33658;-169;41,7;-59;6755;2633;2;9;34,9;-57;6751;2317;2;8
23.12.2024;21:30;435;435;871,3;4950;0;33648;-64;41,7;-9;6755;2659;2;9;34,9;-5;6751;2291;2;8
23.12.2024;21:35;435;435;871,3;4960;0;33647;-43;41,7;0;6757;2670;2;9;34,9;5;6756;2291;2;8
23.12.2024;21:40;435;435;871,3;4835;0;33691;-39;41,7;7;6765;2655;2;9;33,4;9;6764;2179;2;8
23.12.2024;21:45;435;435;870,4;4873;0;33783;-36;41,7;7;6786;2619;2;9;34,9;10;6784;2254;2;8
23.12.2024;21:50;435;435;871,3;4792;0;33650;-326;41,7;3;6760;2631;2;9;33,4;-281;6735;2161;2;8
23.12.2024;21:55;435;435;871,3;4924;0;33648;-267;41,7;0;6760;2688;2;9;33,4;-226;6738;2236;2;8
23.12.2024;22:00;435;435;871,3;4841;0;33722;-117;41,7;-35;6773;2666;2;9;33,4;-42;6769;2175;2;8
23.12.2024;22:05;435;435;871,3;4871;0;33709;-117;41,7;-30;6765;2698;2;9;33,4;-42;6764;2173;2;8
23.12.2024;22:10;438;435;867,6;4958;0;33728;-147;89,9;50;6786;4958;2;8;0,1;2;396;0;2;3
23.12.2024;22:15;435;435;867,6;5082;0;33830;-432;92,9;-224;6788;5082;2;8;0,1;2;5;0;2;3
23.12.2024;22:20;435;435;868,5;5029;0;33715;-503;91,4;-299;6760;5029;2;8;0,1;2;3;0;2;3
23.12.2024;22:25;434;435;869,4;4914;0;33711;-425;88,4;-220;6762;4914;2;8;0,1;2;3;0;2;3
23.12.2024;22:30;435;435;869,4;4885;0;33609;-161;88,4;42;6762;4885;2;8;0,1;2;3;0;2;3
23.12.2024;22:35;435;435;868,5;4853;0;33264;-25;87,0;175;6705;4853;2;8;0,1;2;3;0;2;3
23.12.2024;22:40;435;435;868,5;4853;0;33486;-16;86,9;177;6749;4853;2;8;0,1;2;3;0;2;3
23.12.2024;22:45;436;435;869,4;4912;0;33542;-14;88,4;179;6762;4912;2;8;0,1;2;3;0;2;3
23.12.2024;22:50;435;435;869,4;4910;0;33484;-17;88,4;174;6747;4910;2;8;0,1;2;3;0;2;3
23.12.2024;22:55;435;435;869,4;4881;0;33338;-15;86,9;177;6715;4881;2;8;0,1;2;3;0;2;3
23.12.2024;23:00;435;435;868,5;4877;0;33427;-15;86,9;181;6734;4877;2;8;0,1;2;3;0;2;3
23.12.2024;23:05;435;435;869,4;4863;0;33439;-7;86,9;182;6739;4863;2;8;0,1;2;3;0;2;3
23.12.2024;23:10;436;435;869,4;4825;0;33512;-13;86,9;184;6752;4825;2;8;0,2;2;3;0;2;3
23.12.2024;23:15;435;435;869,4;4857;0;33504;-11;86,9;181;6752;4857;2;8;0,2;2;3;0;2;3
23.12.2024;23:20;435;435;869,4;4877;0;33430;-15;86,9;175;6734;4877;2;8;0,1;2;3;0;2;3
23.12.2024;23:25;435;435;869,4;4885;0;33473;-23;86,9;170;6742;4885;2;8;0,1;2;3;0;2;3
23.12.2024;23:30;435;435;869,4;4817;0;33379;-19;85,4;168;6729;4817;2;8;0,1;2;3;0;2;3
23.12.2024;23:35;435;435;869,4;4873;0;33406;-20;86,9;174;6734;4873;2;8;0,1;2;3;0;2;3
23.12.2024;23:40;435;435;869,4;4813;0;33536;-16;85,4;174;6760;4813;2;8;0,1;2;3;0;2;3
23.12.2024;23:45;436;435;869,4;4865;0;33492;-19;86,9;172;6752;4865;2;8;0,2;2;3;0;2;3
23.12.2024;23:50;435;435;869,4;4875;0;33477;-20;86,9;168;6744;4875;2;8;0,2;2;3;0;2;3
23.12.2024;23:55;435;435;868,5;4800;0;33508;-14;85,4;168;6755;4800;2;8;0,2;2;3;0;2;3
24.12.2024;00:00;436;435;869,4;4796;0;33704;-114;85,4;68;6786;4796;2;8;0,2;2;3;0;2;3
24.12.2024;00:05;436;435;869,4;4831;0;33752;-184;85,4;-5;6788;4831;2;8;0,2;2;3;0;2;3
24.12.2024;00:10;435;435;869,4;4861;0;33590;-123;86,9;68;6762;4861;2;8;0,2;2;3;0;2;3
24.12.2024;00:15;435;435;869,4;4871;0;33650;-118;86,9;69;6775;4871;2;8;0,2;2;3;0;2;3
24.12.2024;00:20;435;435;869,4;4825;0;33617;-113;85,4;71;6770;4825;2;8;0,2;2;3;0;2;3
24.12.2024;00:25;435;435;870,4;4788;0;33649;-111;83,9;64;6770;4788;2;8;0,2;2;3;0;2;3
24.12.2024;00:30;435;435;869,4;4782;0;33659;-321;85,4;-142;6762;4782;2;8;0,2;2;3;0;2;3
24.12.2024;00:35;435;435;868,5;4808;0;33596;-217;85,4;-31;6755;4808;2;8;0,2;2;3;0;2;3
24.12.2024;00:40;435;435;869,4;4800;0;33615;-188;85,4;-2;6765;4800;2;8;0,2;2;3;0;2;3
24.12.2024;00:45;435;435;869,4;4772;0;33791;-280;85,4;-92;6794;4772;2;8;0,2;2;3;0;2;3
24.12.2024;00:50;435;435;868,5;4776;0;33598;-217;85,4;-24;6755;4776;2;8;0,2;2;3;0;2;3
24.12.2024;00:55;435;435;869,4;4734;0;33715;-246;83,9;-66;6778;4734;2;8;0,2;2;3;0;2;3
24.12.2024;01:00;435;435;869,4;4806;0;33592;-216;85,4;-28;6752;4813;2;8;0,3;2;3;0;2;3
24.12.2024;01:05;435;435;868,5;4792;0;33603;-221;85,4;-36;6760;4792;2;8;0,3;2;3;0;2;3
24.12.2024;01:10;435;435;869,4;4792;0;33709;-254;85,4;-71;6775;4792;2;8;0,3;2;3;0;2;3
24.12.2024;01:15;435;435;869,4;4782;0;33725;-335;85,4;-151;6773;4782;2;8;0,3;2;3;0;2;3
24.12.2024;01:20;435;435;869,4;4756;0;33785;-505;83,9;-304;6773;4756;2;8;0,2;2;3;0;2;3
24.12.2024;01:25;435;435;869,4;4756;0;33879;-498;83,9;-321;6788;4756;2;8;0,3;2;3;0;2;3
24.12.2024;01:30;435;435;868,5;4758;0;33837;-532;83,9;-352;6778;4758;2;8;0,2;2;3;0;2;3
24.12.2024;01:35;435;435;869,4;4731;0;33682;-353;83,9;-174;6762;4731;2;8;0,2;2;3;0;2;3
24.12.2024;01:40;435;435;869,4;4800;0;33750;-186;85,4;-2;6788;4800;2;8;0,3;2;3;0;2;3
24.12.2024;01:45;435;435;869,4;4754;0;33688;-219;83,9;-43;6773;4754;2;8;0,2;2;3;0;2;3
24.12.2024;01:50;436;435;869,4;4804;0;33613;-66;85,4;115;6770;4804;2;8;0,2;2;3;0;2;3
24.12.2024;01:55;435;435;869,4;4813;0;33765;-286;85,4;-102;6786;4813;2;8;0,2;2;3;0;2;3
24.12.2024;02:00;435;435;869,4;4806;0;33605;-93;85,4;89;6762;4806;2;8;0,2;2;3;0;2;3
24.12.2024;02:05;435;435;870,4;4754;0;33780;-461;83,9;-285;6775;4754;2;8;0,2;2;3;0;2;3
24.12.2024;02:10;435;435;870,4;4750;0;33633;-289;83,9;-111;6757;4750;2;8;0,2;2;3;0;2;3
24.12.2024;02:15;436;435;870,4;4792;0;33631;-196;85,4;-9;6768;4810;2;8;0,2;2;3;0;2;3
24.12.2024;02:20;435;435;870,4;4780;0;33628;-324;84,3;-139;6755;4748;2;8;0,2;2;3;0;2;3
24.12.2024;02:25;435;435;870,4;4748;0;33697;-157;83,9;30;6783;4748;2;8;0,2;2;3;0;2;3
24.12.2024;02:30;435;435;869,4;4806;0;33703;-171;85,4;12;6778;4806;2;8;0,2;2;3;0;2;3
24.12.2024;02:35;435;435;870,4;4750;0;33660;-198;83,9;-28;6770;4750;2;8;0,2;2;3;0;2;3
24.12.2024;02:40;435;435;870,4;4756;0;33613;-235;83,9;-57;6757;4756;2;8;0,2;2;3;0;2;3
24.12.2024;02:45;435;435;869,4;4802;0;33677;-240;85,4;-61;6770;4802;2;8;0,2;2;3;0;2;3
24.12.2024;02:50;435;435;869,4;4750;0;33682;-200;83,9;-19;6775;4750;2;8;0,2;2;3;0;2;3
24.12.2024;02:55;435;435;870,4;4683;0;33646;-128;82,4;43;6773;4683;2;8;0,2;2;3;0;2;3
24.12.2024;03:00;435;435;870,4;4679;0;33694;-127;82,4;45;6783;4679;2;8;0,2;2;3;0;2;3
24.12.2024;03:05;435;435;870,4;4703;0;33615;-141;82,4;38;6765;4703;2;8;0,2;2;3;0;2;3
24.12.2024;03:10;435;435;870,4;4758;0;33640;-109;83,9;66;6773;4758;2;8;0,1;2;3;0;2;3
24.12.2024;03:15;435;435;870,4;4756;0;33594;-190;83,9;-7;6757;4756;2;8;0,1;2;3;0;2;3
24.12.2024;03:20;435;435;869,4;4756;0;33616;-121;83,9;61;6762;4756;2;8;0,1;2;3;0;2;3
24.12.2024;03:25;435;435;870,4;4675;0;33668;-115;82,4;61;6775;4675;2;8;0,1;2;3;0;2;3
24.12.2024;03:30;436;435;870,4;4734;0;33799;-255;83,9;-80;6794;4734;2;8;0,1;2;3;0;2;3
24.12.2024;03:35;435;435;869,4;4729;0;33785;-257;83,9;-82;6788;4729;2;8;0,1;2;3;0;2;3
24.12.2024;03:40;435;435;870,4;4681;0;33862;-385;82,4;-215;6796;4681;2;8;0,1;2;3;0;2;3
24.12.2024;03:45;435;435;870,4;4695;0;33671;-287;82,4;-113;6765;4695;2;8;0,1;2;3;0;2;3
24.12.2024;03:50;435;435;870,4;4681;0;33867;-475;82,4;-313;6788;4681;2;8;0,1;2;3;0;2;3
24.12.2024;03:55;435;435;869,4;4748;0;33794;-567;83,9;-389;6770;4748;2;8;0,1;2;3;0;2;3
24.12.2024;04:00;435;435;869,4;4808;0;33653;-221;85,4;-35;6768;4806;2;8;0,1;2;3;0;2;3
24.12.2024;04:05;435;435;869,4;4703;0;33702;-92;82,4;78;6786;4703;2;8;0,2;2;3;0;2;3
24.12.2024;04:10;436;435;871,3;4758;0;33626;-163;83,9;17;6768;4758;2;8;0,2;2;3;0;2;3
24.12.2024;04:15;435;435;871,3;4752;0;33735;-163;83,9;17;6788;4752;2;8;0,2;2;3;0;2;3
24.12.2024;04:20;435;435;870,4;4744;0;33681;-158;83,9;24;6775;4744;2;8;0,2;2;3;0;2;3
24.12.2024;04:25;434;435;870,4;4754;0;33819;-293;83,9;-118;6794;4754;2;8;0,2;2;3;0;2;3
24.12.2024;04:30;436;435;870,4;4679;0;33749;-570;82,4;-396;6760;4679;2;8;0,2;2;3;0;2;3
24.12.2024;04:35;435;435;870,4;4750;0;33549;-132;83,9;47;6755;4750;2;8;0,2;2;3;0;2;3
24.12.2024;04:40;435;435;870,4;4760;0;33633;-12;83,9;163;6778;4760;2;8;0,1;2;3;0;2;3
24.12.2024;04:45;435;435;870,4;4758;0;33618;-9;83,9;168;6775;4758;2;8;0,1;2;3;0;2;3
24.12.2024;04:50;435;435;870,4;4754;0;33599;-17;83,9;161;6770;4754;2;8;0,1;2;3;0;2;3
24.12.2024;04:55;435;435;870,4;4681;0;33273;-16;82,4;165;6710;4681;2;8;0,2;2;3;0;2;3
24.12.2024;05:00;435;435;869,4;4756;0;33148;-20;83,9;168;6682;4756;2;8;0,2;2;3;0;2;3
24.12.2024;05:05;435;435;870,4;4746;0;33201;-21;83,9;158;6695;4764;2;8;0,2;2;3;0;2;3
24.12.2024;05:10;435;435;870,4;4740;0;33538;2;83,9;184;6760;4740;2;8;0,2;2;3;0;2;3
24.12.2024;05:15;435;435;870,4;4746;0;33373;-6;83,9;181;6723;4746;2;8;0,2;2;3;0;2;3
24.12.2024;05:20;435;435;870,4;4748;0;33264;-8;83,9;177;6705;4748;2;8;0,1;2;3;0;2;3
24.12.2024;05:25;435;435;869,4;4750;0;33337;-4;83,9;177;6723;4750;2;8;0,1;2;3;0;2;3
24.12.2024;05:30;436;435;870,4;4754;0;33549;17;83,9;203;6765;4754;2;8;0,2;2;3;0;2;3
24.12.2024;05:35;435;435;870,4;4808;0;33522;13;85,4;201;6755;4808;2;8;0,2;2;3;0;2;3
24.12.2024;05:40;435;435;870,4;4742;0;33389;16;83,9;196;6731;4742;2;8;0,2;2;3;0;2;3
24.12.2024;05:45;436;435;870,4;4774;0;33152;5;83,9;191;6684;4774;2;8;0,2;2;3;0;2;3
24.12.2024;05:50;435;435;870,4;4772;0;33126;8;83,9;186;6671;4772;2;8;0,2;2;3;0;2;3
24.12.2024;05:55;435;435;870,4;4800;0;32823;2;85,4;200;6616;4800;2;8;0,2;2;3;0;2;3
24.12.2024;06:00;435;435;870,4;4758;0;33073;10;83,9;201;6663;4758;2;8;0,2;2;3;0;2;3
24.12.2024;06:05;435;435;870,4;4725;0;33644;5;83,9;189;6783;4725;2;8;0,1;2;3;0;2;3
24.12.2024;06:10;435;435;870,4;4760;0;33640;10;83,9;196;6778;4760;2;8;0,1;2;3;0;2;3
24.12.2024;06:15;435;435;869,4;4758;0;33609;28;83,9;212;6775;4758;2;8;0,2;2;3;0;2;3
24.12.2024;06:20;436;435;870,4;4693;0;33539;32;82,4;217;6757;4693;2;8;0,2;2;3;0;2;3
24.12.2024;06:25;435;435;869,4;4754;0;33399;-4;83,9;181;6731;4742;2;8;0,2;2;3;0;2;3
24.12.2024;06:30;435;435;870,4;4760;0;33400;-5;83,9;179;6726;4760;2;8;0,2;2;3;0;2;3
24.12.2024;06:35;462;435;883,3;0;0;0;0;-0,1;2;2759;0;2;6;0,2;2;3;0;2;3
24.12.2024;06:40;489;435;878,7;0;0;33501;-1;-0,1;2;21;0;2;11;0,1;2;3;0;2;3
24.12.2024;06:45;485;435;868,5;5305;0;33791;-323;100,1;-85;6788;5305;2;8;0,1;2;3;0;2;3
24.12.2024;06:50;481;435;869,4;5319;0;33715;-64;100,1;172;6794;5319;2;8;0,1;2;3;0;2;3
24.12.2024;06:55;478;435;868,5;5309;0;33270;-20;100,2;217;6708;5309;2;8;0,1;2;3;0;2;3
24.12.2024;07:00;476;435;869,4;5315;0;33422;-11;100,1;227;6739;5315;2;8;0,1;2;3;0;2;3
24.12.2024;07:05;472;435;869,4;5325;0;33493;-13;100,1;222;6752;5325;2;8;0,1;2;3;0;2;3
24.12.2024;07:10;470;435;868,5;5297;0;33517;-11;100,1;224;6760;5297;2;8;0,1;2;3;0;2;3
24.12.2024;07:15;466;435;869,4;5301;0;33263;10;100,1;257;6710;5301;2;8;0,1;2;3;0;2;3
24.12.2024;07:20;464;435;868,5;5317;0;33177;5;100,1;247;6695;5317;2;8;0,1;2;3;0;2;3
24.12.2024;07:25;462;435;868,5;5311;0;33249;10;100,1;257;6708;5311;2;8;0,1;2;3;0;2;3
24.12.2024;07:30;458;435;869,4;5305;0;33114;10;100,1;253;6679;5305;2;8;0,1;2;3;0;2;3
24.12.2024;07:35;455;435;868,5;5303;0;33210;15;100,1;264;6705;5311;2;8;0,2;2;3;0;2;3
24.12.2024;07:40;452;435;868,5;5311;0;33156;10;100,1;259;6697;5311;2;8;0,2;2;3;0;2;3
24.12.2024;07:45;449;435;868,5;5299;0;33205;19;100,1;262;6700;5299;2;8;0,2;2;3;0;2;3
24.12.2024;07:50;445;435;868,5;5305;0;33503;14;100,1;253;6762;5305;2;8;0,2;2;3;0;2;3
24.12.2024;07:55;441;435;868,5;5299;0;33505;14;100,1;257;6765;5299;2;8;0,1;2;3;0;2;3
24.12.2024;08:00;435;435;869,4;5230;0;33518;24;97,4;257;6765;5230;2;8;0,2;2;3;0;2;3
24.12.2024;08:05;435;435;869,4;4906;0;33497;50;88,1;247;6760;4906;2;8;0,2;2;3;0;2;3
24.12.2024;08:10;435;435;869,4;4802;0;33470;27;85,0;214;6755;4802;2;8;0,2;2;3;0;2;3
24.12.2024;08:15;435;435;870,4;4802;0;33491;30;85,0;217;6757;4802;2;8;0,2;2;3;0;2;3
24.12.2024;08:20;435;435;870,4;4738;0;33446;24;83,5;205;6744;4738;2;8;0,2;2;3;0;2;3
24.12.2024;08:25;435;435;870,4;4750;0;33375;20;83,5;205;6731;4750;2;8;0,2;2;3;0;2;3
24.12.2024;08:30;435;435;870,4;4725;0;33382;19;83,6;200;6734;4725;2;8;0,2;2;3;0;2;3
24.12.2024;08:35;436;435;870,4;4731;0;33245;12;83,6;193;6708;4731;2;8;0,2;2;3;0;2;3
24.12.2024;08:40;435;435;870,4;4774;0;33245;12;85,0;203;6708;4774;2;8;0,2;2;3;0;2;3
24.12.2024;08:45;435;435;870,4;4738;0;33206;9;83,6;193;6697;4738;2;8;0,1;2;3;0;2;3
24.12.2024;08:50;435;435;870,4;4750;0;33025;7;83,6;191;6658;4750;2;8;0,1;2;3;0;2;3
